	statussummary	status	asm	jira	sample	accession	species	coi	organelle	uli	common name	sex	genomic sex	ploidy	taxon	genus	family	order	phylum	BioSample	BioProject	darwin	vgp_orders	vgp_plus	asg	erga	25g	britain&ireland	dnazoo	cichlids	BADASS	rodents	jiggins	murchison	R&D	protist-microalgae	UKbutterflies	sts size (Mb)	est. size (Mb)	htzgy (%)	rep frac (%)	long read cov (gscope)	long read cov (sts)	10XG cov (gscope)	10XG cov (sts)	last_data	sts pacbio status (new)	sts hic status (new)	hic_from	PacBio	ONT	10XG	Htag	BioNano	HiC	RNAseq	IsoSeq	note or paper	raw data sub	submission todo	contig N50 (Mb)	contig count	scaffold N50 (Mb)	scaffold count	longest (Mb)	length (Mb)	BUSCO	QV	completeness	pipeline status	notes	runs
	6 data generation	65_hic_only			icChrHerb1	Ox001604	Chrysolina herbacea				mint leaf beetle	U			75521	Chrysolina	Chrysomelidae	Coleoptera	Arthropoda	SAMEA10978771		1						1																			UNKNOWN	COMPLETE	icChrHerb1						●																	
	6 data generation	65_hic_only			iyChrLaom1	Ox001798	Chrysocharis laomedon					U			2881714	Chrysocharis	Eulophidae	Hymenoptera	Arthropoda	SAMEA10979056		1						1																			UNKNOWN	COMPLETE	iyChrLaom1						●																	
	6 data generation	65_hic_only			iqTetUndu1	Ox001349	Tetrix undulata				common groundhopper	U			2867113	Tetrix	Tetrigidae	Orthoptera	Arthropoda	SAMEA10166822		1						1																			UNKNOWN	COMPLETE	iqTetUndu1						●																	
	6 data generation	65_hic_only			qmHypGalb1	MBA-210811-004F	Hyperia galba				the saucer eyed jelly shrimp	U			371514	Hyperia	Hyperiidae	Amphipoda	Arthropoda	SAMEA12231784		1						1																			UNKNOWN	COMPLETE	qmHypGalb1						●																	
	6 data generation	65_hic_only			mEriEur1	SAN00002329	Erinaceus europaeus				western European hedgehog	M			9365	Erinaceus	Erinaceidae	Erinaceomorpha	Chordata	SAMEA13207413		1						1																			UNKNOWN	COMPLETE	mEriEur1						●																	
	6 data generation	65_hic_only			xcSepOffi1	MBA-210901-001A	Sepia officinalis				common cuttlefish	U			6610	Sepia	Sepiidae	Sepiida	Mollusca	SAMEA12231804		1						1																			UNKNOWN	COMPLETE	xcSepOffi1						●																	
	6 data generation	65_hic_only			xgXanPatu1	MBA-211009-007A	Xandarovula patula				open simnia	U			848637	Xandarovula	Ovulidae	Littorinimorpha	Mollusca	SAMEA13854518		1						1																			UNKNOWN	COMPLETE	xgXanPatu1						●																	
	6 data generation	65_hic_only			idSolMarg1	Ox001542	Solva marginata				drab wood-soldierfly	U			931499	Solva	Xylomyidae	Diptera	Arthropoda	SAMEA10167094		1						1																			UNKNOWN	COMPLETE	idSolMarg1						●																	
	6 data generation	65_hic_only			eeSpaPurp1	MBA-210914-002B	Spatangus purpureus				purple heart urchin	U			72725	Spatangus	Spatangidae	Spatangoida	Echinodermata	SAMEA12231810		1						1																			UNKNOWN	COMPLETE	eeSpaPurp1						●																	
	6 data generation	65_hic_only			voCysMont1	EDTOL02310	Cystopteris montana					H			1133549	Cystopteris	Cystopteridaceae	Polypodiales	Tracheophyta	SAMEA11478561		1						1																			UNKNOWN	COMPLETE	voCysMont1						●																	
	6 data generation	65_hic_only			ilNemMeta1	Ox001937	Nematopogon metaxella				buff long-horn	M			1660663	Nematopogon	Adelidae	Lepidoptera	Arthropoda	SAMEA10979200		1						1																			UNKNOWN	COMPLETE	ilNemMeta1						●																	
	6 data generation	65_hic_only			ilEulAtre2	Ox001688	Eulamprotes atrella				two-spotted neb	U			1594302	Eulamprotes	Gelechiidae	Lepidoptera	Arthropoda	SAMEA10978955		1						1																			UNKNOWN	COMPLETE	ilEulAtre2						●																	
	6 data generation	65_hic_only			wcEisTetr2	Ox001392	Eiseniella tetraedra				square-tailed worm	U			1302610	Eiseniella	Lumbricidae	Crassiclitellata	Annelida	SAMEA10166862		1						1																			UNKNOWN	COMPLETE	wcEisTetr2						●																	
	6 data generation	65_hic_only			qxDreNegl2	MBA-210611-013A	Drepanorchis neglecta				(a parasitic barnacle)	U			2898744	Drepanorchis	Sacculinidae	Kentrogonida	Arthropoda	SAMEA12219474		1						1																			UNKNOWN	COMPLETE	qxDreNegl2						●																	
	6 data generation	65_hic_only			icGyrSubs2	NHMUK014444537	Gyrinus substriatus					U			446440	Gyrinus	Gyrinidae	Coleoptera	Arthropoda	SAMEA11025115		1						1																			UNKNOWN	COMPLETE	icGyrSubs2						●																	
	6 data generation	65_hic_only			ilHysMacu2	Ox001898	Hysterophora maculosana				bluebell conch	U			2769456	Hysterophora	Tortricidae	Lepidoptera	Arthropoda	SAMEA10979160		1						1																			UNKNOWN	COMPLETE	ilHysMacu2						●																	
	6 data generation	65_hic_only			qdCylPari1	NHMUK014043066	Cylindroiulus parisiorum					M			1008818	Cylindroiulus	Julidae	Julida	Arthropoda	SAMEA10800107		1						1																			UNKNOWN	COMPLETE	qdCylPari1						●																	
	6 data generation	65_hic_only			icPteMino1	Ox001465	Pterostichus minor					U			346836	Pterostichus	Carabidae	Coleoptera	Arthropoda	SAMEA10167027		1						1																			UNKNOWN	COMPLETE	icPteMino1						●																	
	6 data generation	65_hic_only			ilPtyLech1	Ox001908	Ptycholoma lecheana				brindled tortrix	U			116133	Ptycholoma	Tortricidae	Lepidoptera	Arthropoda	SAMEA10979170		1						1																			UNKNOWN	COMPLETE	ilPtyLech1						●																	
	6 data generation	65_hic_only			idRamSpat1	Ox001309	Ramonda spathulata					M			1918167	Ramonda	Tachinidae	Diptera	Arthropoda	SAMEA10166787		1						1																			UNKNOWN	COMPLETE	idRamSpat1						●																	
	6 data generation	65_hic_only			icRhiBipu1	Ox001129	Rhizophagus bipustulatus					U			295920	Rhizophagus	Monotomidae	Coleoptera	Arthropoda	SAMEA10107050		1						1																			UNKNOWN	COMPLETE	icRhiBipu1						●																	
	6 data generation	65_hic_only			qqRilTria1	NHMUK014447032	Rilaena triangularis					F			475616	Rilaena	Phalangiidae	Opiliones	Arthropoda	SAMEA10800130		1						1																			UNKNOWN	COMPLETE	qqRilTria1						●																	
	6 data generation	65_hic_only			idSarDepr1	Ox001749	Sarcophaga depressifrons					F			1162333	Sarcophaga	Sarcophagidae	Diptera	Arthropoda	SAMEA10979011		1						1																			UNKNOWN	COMPLETE	idSarDepr1						●																	
	6 data generation	65_hic_only			ihSigNigr1	Ox001180	Sigara nigrolineata					U			1545249	Sigara	Corixidae	Hemiptera	Arthropoda	SAMEA10107096		1						1																			UNKNOWN	COMPLETE	ihSigNigr1						●																	
	6 data generation	65_hic_only			icSimSemi1	Ox001462	Simplocaria semistriata					U			338701	Simplocaria	Byrrhidae	Coleoptera	Arthropoda	SAMEA10167025		1						1																			UNKNOWN	COMPLETE	icSimSemi1						●																	
	6 data generation	65_hic_only			ioSomArct2	SAN0001780	Somatochlora arctica				northern emerald	U			638529	Somatochlora	Corduliidae	Odonata	Arthropoda	SAMEA12997840		1						1																			UNKNOWN	UNKNOWN	ioSomArct2						●																	
	6 data generation	65_hic_only			ihNepCine1	Ox001489	Nepa cinerea				water scorpion	U			280154	Nepa	Nepidae	Hemiptera	Arthropoda	SAMEA10167046		1						1																			UNKNOWN	UNKNOWN	ihNepCine1						●																	
	6 data generation	65_hic_only			ilThaMatu1	Ox001864	Thalpophila matura				straw underwing	U			987451	Thalpophila	Noctuidae	Lepidoptera	Arthropoda	SAMEA10979124		1						1																			UNKNOWN	UNKNOWN	ilThaMatu1						●																	
	6 data generation	65_hic_only			qqSteLine1	NHMUK014444545	Stemonyphantes lineatus					M			685700	Stemonyphantes	Linyphiidae	Araneae	Arthropoda	SAMEA10800120		1						1																			UNKNOWN	COMPLETE	qqSteLine1						●																	
	6 data generation	65_hic_only			idTepForm1	Ox001071	Tephritis formosa					U			594022	Tephritis	Tephritidae	Diptera	Arthropoda	SAMEA10106996		1						1																			UNKNOWN	COMPLETE	idTepForm1						●																	
	6 data generation	65_hic_only			xbThrPhas1	MBA-211009-005A	Thracia phaseolina				kidneybean thracia	U			1411927	Thracia	Thraciidae	Na	Mollusca	SAMEA13854414		1						1																			UNKNOWN	COMPLETE	xbThrPhas1						●																	
	6 data generation	65_hic_only			idTipLuna1	Ox001326	Tipula lunata					F			2878350	Tipula	Culicidae	Diptera	Arthropoda	SAMEA10978727		1						1																			UNKNOWN	COMPLETE	idTipLuna1						●																	
	6 data generation	65_hic_only			lsCroCroc1	KDTOL10342	Crocosmia x crocosmiiflora					H			1053288	Crocosmia	Iridaceae	Asparagales	Tracheophyta	SAMEA10369538		1						1																			UNKNOWN	COMPLETE	lsCroCroc1						●																	
	6 data generation	65_hic_only			ddAndPoli2	EDTOL02218	Andromeda polifolia					H			95630	Andromeda	Ericaceae	Ericales	Tracheophyta	SAMEA10241403		1						1																			UNKNOWN	COMPLETE	ddAndPoli2,ddAndPoli5						●																	
	6 data generation	65_hic_only			ilDiuFage1	Ox001110	Diurnea fagella				March tubic	U			753308	Diurnea	Chimabachidae	Lepidoptera	Arthropoda	SAMEA10978722		1						1																			UNKNOWN	COMPLETE	ilDiuFage1						●																	
	6 data generation	65_hic_only			iyDipSubi1	Ox001581	Dipogon subintermedius					F			1124880	Dipogon	Pompilidae	Hymenoptera	Arthropoda	SAMEA10978751		1						1																			UNKNOWN	COMPLETE	iyDipSubi1						●																	
	6 data generation	65_hic_only			idDioAtri1	Ox001548	Dioctria atricapilla				violet black-legged robber fly	U			1717390	Dioctria	Asilidae	Diptera	Arthropoda	SAMEA10167100		1						1																			UNKNOWN	COMPLETE	idDioAtri1						●																	
	6 data generation	65_hic_only			qqDicArun1	NHMUK014444538	Dictyna arundinacea					M			1659926	Dictyna	Dictynidae	Araneae	Arthropoda	SAMEA10800119		1						1																			UNKNOWN	COMPLETE	qqDicArun1						●																	
	6 data generation	65_hic_only			ilDelInsc1	Ox001816	Delplanqueia inscriptella				brown powdered knot-horn	U			1870621	Delplanqueia	Pyralidae	Lepidoptera	Arthropoda	SAMEA10979074		1						1																			UNKNOWN	COMPLETE	ilDelInsc1						●																	
	6 data generation	65_hic_only			ihCypTris1	Ox001402	Cyphostethus tristriatus				juniper shieldbug	U			1545302	Cyphostethus	Acanthosomatidae	Hemiptera	Arthropoda	SAMEA10166978		1						1																			UNKNOWN	COMPLETE	ihCypTris1						●																	
	6 data generation	65_hic_only			lpAgrStol1	KDTOL10327	Agrostis stolonifera					H			63632	Agrostis	Poaceae	Poales	Tracheophyta	SAMEA10369523		1						1																			UNKNOWN	COMPLETE	lpAgrStol1						●																	
	6 data generation	65_hic_only			wjLysNine1	MBA-211009-010A	Lysidice ninetta				vicar worm	F			188455	Lysidice	Eunicidae	Eunicida	Annelida	SAMEA13854522		1						1																			UNKNOWN	COMPLETE	wjLysNine1						●																	
	6 data generation	65_hic_only			fHypLan2	MBA-211013-001B	Hyperoplus lanceolatus				great sand-eel	U			508657	Hyperoplus	Ammodytidae	Perciformes	Chordata	SAMEA13854416		1						1																			UNKNOWN	COMPLETE	fHypLan2						●																	
	6 data generation	65_hic_only			wpHarClav1	MBA-211009-009A	Harmothoe clavigera				tinsletoe worm	U			2922069	Harmothoe	Polynoidae	Phyllodocida	Annelida	SAMEA13854521		1						1																			UNKNOWN	COMPLETE	wpHarClav1						●																	
	6 data generation	65_hic_only			icEniBrev1	Ox001635	Enicmus brevicornis					U			346775	Enicmus	Latridiidae	Coleoptera	Arthropoda	SAMEA10978904		1						1																			UNKNOWN	COMPLETE	icEniBrev1						●																	
	6 data generation	65_hic_only			idElgCucu1	NHMUK014551960	Elgiva cucularia					M			1226584	Elgiva	Sciomyzidae	Diptera	Arthropoda	SAMEA11025088		1						1																			UNKNOWN	COMPLETE	idElgCucu1						●																	
	6 data generation	65_hic_only			iyEctRubi1	Ox001752	Ectemnius rubicola					F			2495018	Ectemnius	Crabronidae	Hymenoptera	Arthropoda	SAMEA10979014		1						1																			UNKNOWN	COMPLETE	iyEctRubi1						●																	
	6 data generation	65_hic_only			ilElaCana1	NHMUK014425665	Elachista canapennella					M			913189	Elachista	Elachistidae	Lepidoptera	Arthropoda	SAMEA9654283		1						1																			UNKNOWN	COMPLETE	ilElaCana1						●																	
	6 data generation	65_hic_only			ilElaAlbf1	Ox001936	Elachista albifrontella				white-headed dwarf	U			913187	Elachista	Elachistidae	Lepidoptera	Arthropoda	SAMEA10979199		1						1																			UNKNOWN	COMPLETE	ilElaAlbf1						●																	
	6 data generation	65_hic_only			ilDysSubp1	NHMUK014425609	Dyseriocrania subpurpurella					U			173635	Dyseriocrania	Eriocraniidae	Lepidoptera	Arthropoda	SAMEA9654276		1						1																			UNKNOWN	COMPLETE	ilDysSubp1						●																	
	6 data generation	65_hic_only			uoDicPoly1	MBA-210825-008A	Dictyopteris polypodioides				netted wing weed	U			112055	Dictyopteris	Dictyotaceae	Dictyotales	Ochrophyta	SAMEA13854026		1						1																			UNKNOWN	COMPLETE	uoDicPoly1						●																	
	6 data generation	65_hic_only			lpCarCary1	EDTOL02177	Carex caryophyllea				spring sedge	H			502401	Carex	Cyperaceae	Poales	Tracheophyta	SAMEA11478569		1						1																			UNKNOWN	COMPLETE	lpCarCary1						●																	
	6 data generation	65_hic_only			dcClaSibi1	KDTOL10322	Claytonia sibirica					H			89077	Claytonia	Montiaceae	Caryophyllales	Streptophyta	SAMEA10369518		1						1																			UNKNOWN	COMPLETE	dcClaSibi1						●																	
	6 data generation	65_hic_only			voAspTric1	KDTOL10343	Asplenium trichomanes					H			78464	Asplenium	Aspleniaceae	Polypodiales	Tracheophyta	SAMEA10369539		1						1																			UNKNOWN	COMPLETE	voAspTric1						●																	
	6 data generation	65_hic_only			ilColHeme1	Ox001710	Coleophora hemerobiella				black-stigma case-bearer	U			1100954	Coleophora	Coleophoridae	Lepidoptera	Arthropoda	SAMEA10978975		1						1																			UNKNOWN	COMPLETE	ilColHeme1						●																	
	6 data generation	65_hic_only			ilColAlti1	Ox001602	Coleophora alticolella				common rush case-bearer	U			1150031	Coleophora	Coleophoridae	Lepidoptera	Arthropoda	SAMEA10978769		1						1																			UNKNOWN	COMPLETE	ilColAlti1						●																	
	6 data generation	65_hic_only			icCisBide1	Ox001009	Cis bidentatus					U			577746	Cis	Ciidae	Coleoptera	Arthropoda	SAMEA10978719		1						1																			UNKNOWN	COMPLETE	icCisBide1						●																	
	6 data generation	65_hic_only			urCerEchi1	MBA-210825-015A	Ceramium echionotum				(a red seaweed)	U			193180	Ceramium	Ceramiaceae	Ceramiales	Rhodophyta	SAMEA13854143		1						1																			UNKNOWN	COMPLETE	urCerEchi1						●																	
	6 data generation	65_hic_only			xgCalChin2	MBA-211006-022B	Calyptraea chinensis				kasa hat snail	U			146264	Calyptraea	Calyptraeidae	Littorinimorpha	Mollusca	SAMEA13854405		1						1																			UNKNOWN	COMPLETE	xgCalChin2						●																	
	6 data generation	65_hic_only			gfCalGamb1	KDTOL00155	Calocybe gambosa				St. George's mushroom				56469	Calocybe	Lyophyllaceae	Agaricales	Basidiomycota	SAMEA13743907		1						1																			UNKNOWN	COMPLETE	gfCalGamb1						●																	
	6 data generation	65_hic_only			iyArgPaga1	Ox001705	Arge pagana				large rose sawfly	F			1384777	Arge	Argidae	Hymenoptera	Arthropoda	SAMEA10978972		1						1																			UNKNOWN	COMPLETE	iyArgPaga1						●																	
	6 data generation	65_hic_only			ilPhyBina1	Ox001691	Phycitodes binaevella				ermine knot-horn	U			1101032	Phycitodes	Pyralidae	Lepidoptera	Arthropoda	SAMEA10978958		1						1																			UNKNOWN	COMPLETE	ilPhyBina1						●																	
	6 data generation	65_hic_only			wpAchSqua1	MBA-210921-057A	Acholoe squamosa				star devouring scaleworm	U			2922911	Acholoe	Polynoidae	Phyllodocida	Annelida	SAMEA13854387		1						1																			UNKNOWN	COMPLETE	wpAchSqua1						●																	
	6 data generation	65_hic_only			icPhyPoma1	Ox001445	Phyllobius pomaceus				green nettle weevil	U			346826	Phyllobius	Curculionidae	Coleoptera	Arthropoda	SAMEA10167011		1						1																			UNKNOWN	COMPLETE	icPhyPoma1						●																	
	6 data generation	65_hic_only			qqPhySisy1	NHMUK014036731	Phylloneta sisyphia					F			1871992	Phylloneta	Theridiidae	Araneae	Arthropoda	SAMEA11025105		1						1																			UNKNOWN	COMPLETE	qqPhySisy1						●																	
	6 data generation	65_hic_only			gfTauPull1	KDTOL00172	Tausonia pullulans								82525	Tausonia	Mrakiaceae	Cystofilobasidiales	Basidiomycota	SAMEA13759877		1						1																			UNKNOWN	COMPLETE	gfTauPull1						●																	
	6 data generation	65_hic_only			ihCymGlan2	Ox001491	Cymus glandicolor					U			1545108	Cymus	Cymidae	Hemiptera	Arthropoda	SAMEA10978737		1						1																			UNKNOWN	COMPLETE	ihCymGlan2						●																	
	6 data generation	65_hic_only			ilColLuti1	Ox001693	Coleophora lutipennella				common oak case-bearer	U			1150063	Coleophora	Coleophoridae	Lepidoptera	Arthropoda	SAMEA10978960		1						1																			UNKNOWN	COMPLETE	ilColLuti1						●																	
	6 data generation	65_hic_only			ilEpiCruc1	Ox001673	Epinotia cruciana				willow tortrix	U			1666554	Epinotia	Tortricidae	Lepidoptera	Arthropoda	SAMEA10978941		1						1																			UNKNOWN	COMPLETE	ilEpiCruc1						●																	
	6 data generation	65_hic_only			icDroAgil1	Ox001794	Dromius agilis					U			1553282	Dromius	Carabidae	Coleoptera	Arthropoda	SAMEA10979053		1						1																			UNKNOWN	COMPLETE	icDroAgil1						●																	
	6 data generation	65_hic_only			icDorDres1	Ox001638	Dorcatoma dresdensis					U			1553277	Dorcatoma	Anobiidae	Coleoptera	Arthropoda	SAMEA10978907		1						1																			UNKNOWN	COMPLETE	icDorDres1						●																	
	6 data generation	65_hic_only			idDolTriv1	NHMUK014438322	Dolichopus trivialis					U			310628	Dolichopus	Dolichopodidae	Diptera	Arthropoda	SAMEA11025146		1						1																			UNKNOWN	COMPLETE	idDolTriv1						●																	
	6 data generation	65_hic_only			idDixNubi1	Ox001555	Dixa nubilipennis					U			2870500	Dixa	Dixidae	Diptera	Arthropoda	SAMEA10167106		1						1																			UNKNOWN	COMPLETE	idDixNubi1						●																	
	6 data generation	65_hic_only			ilPhyGeni1	Ox001824	Phyllonorycter geniculella				sycamore midget	U			199037	Phyllonorycter	Gracillariidae	Lepidoptera	Arthropoda	SAMEA10979082		1						1																			UNKNOWN	COMPLETE	ilPhyGeni1						●																	
	6 data generation	65_hic_only			ihPhyDume1	NHMUK014433215	Physatocheila dumetorum					U			1545347	Physatocheila	Tingidae	Hemiptera	Arthropoda	SAMEA9654288		1						1																			UNKNOWN	COMPLETE	ihPhyDume1						●																	
	6 data generation	65_hic_only			ihPlaArbu1	Ox001641	Plagiognathus arbustorum					U			881732	Plagiognathus	Miridae	Hemiptera	Arthropoda	SAMEA10978910		1						1																			UNKNOWN	COMPLETE	ihPlaArbu1						●																	
	6 data generation	65_hic_only			idPlaAmbi1	Ox001245	Platycheirus ambiguus					M			2680867	Platycheirus	Syrphidae	Diptera	Arthropoda	SAMEA10166730		1						1																			UNKNOWN	COMPLETE	idPlaAmbi1						●																	
	6 data generation	65_hic_only			idPlaFulv1	Ox001312	Platycheirus fulviventris					M			1352493	Platycheirus	Syrphidae	Diptera	Arthropoda	SAMEA10978725		1						1																			UNKNOWN	COMPLETE	idPlaFulv1						●																	
	6 data generation	65_hic_only			idPlaSemi1	Ox001540	Platystoma seminationis					U			286505	Platystoma	Platystomatidae	Diptera	Arthropoda	SAMEA10167092		1						1																			UNKNOWN	COMPLETE	idPlaSemi1						●																	
	6 data generation	65_hic_only			fPlePla1	MBA-210513-002A	Pleuronectes platessa				European plaice	U			8262	Pleuronectes	Pleuronectidae	Pleuronectiformes	Chordata	SAMEA13853390		1						1																			UNKNOWN	COMPLETE	fPlePla1						●																	
	6 data generation	65_hic_only			idPolGris1	Ox001315	Pollenia griseotomentosa				little clusterfly	F			1720740	Pollenia	Calliphoridae	Diptera	Arthropoda	SAMEA10978726		1						1																			UNKNOWN	COMPLETE	idPolGris1						●																	
	6 data generation	65_hic_only			qmTraRath1	Ox001166	Trachelipus rathkii				Rathke's woodlouse	U			1720764	Trachelipus	Trachelipodidae	Isopoda	Arthropoda	SAMEA10107085		1						1																			UNKNOWN	COMPLETE	qmTraRath1						●																	
	6 data generation	65_hic_only			ddVacMyrt1	EDTOL01210	Vaccinium myrtillus					H			180763	Vaccinium	Ericaceae	Ericales	Tracheophyta	SAMEA10332248		1						1																			UNKNOWN	COMPLETE	ddVacMyrt1						●																	
	6 data generation	65_hic_only			glTepAtra1	MBA-210921-010A	Tephromela atra				black shields	U			93125	Tephromela	Tephromelataceae	Lecanorales	Ascomycota	SAMEA13854147		1						1																			UNKNOWN	COMPLETE	glTepAtra1						●																	
	6 data generation	65_hic_only			idPolRudi1	NHMUK014036741	Pollenia rudis					F			229640	Pollenia	Calliphoridae	Diptera	Arthropoda	SAMEA11025055		1						1																			UNKNOWN	COMPLETE	idPolRudi1						●																	
	6 data generation	65_hic_only			wtPolAura1	MBA-201115-010A	Polycirrus aurantiacus				(a segmented worm)	U			2793144	Polycirrus	Terebellidae	Terebellida	Annelida	SAMEA12219397		1						1																			UNKNOWN	COMPLETE	wtPolAura1						●																	
	6 data generation	65_hic_only			icProFulv1	Ox001656	Protapion fulvipes				white clover seed weevil	U			202145	Protapion	Brentidae	Coleoptera	Arthropoda	SAMEA10978926		1						1																			UNKNOWN	COMPLETE	icProFulv1						●																	
	6 data generation	65_hic_only			wpPsaFusc1	MBA-211006-011A	Psamathe fusca				(a Polychaete)	U			378372	Psamathe	Hesionidae	Phyllodocida	Annelida	SAMEA13854386		1						1																			UNKNOWN	COMPLETE	wpPsaFusc1						●																	
	6 data generation	65_hic_only			idRhaSula1	Ox001302	Rhamphomyia sulcatella					F			2867111	Rhamphomyia	Empididae	Diptera	Arthropoda	SAMEA10166782		1						1																			UNKNOWN	COMPLETE	idRhaSula1						●																	
	6 data generation	65_hic_only			grTolPust1	KDTOL00173	Tolypocladium pustulatum								160954	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Ascomycota	SAMEA13759878		1						1																			UNKNOWN	COMPLETE	grTolPust1						●																	
	6 data generation	65_hic_only			ihOrsDepr2	Ox001479	Orsillus depressus					U			1081817	Orsillus	Lygaeidae	Hemiptera	Arthropoda	SAMEA10167037		1						1																			UNKNOWN	COMPLETE	ihOrsDepr2						●																	
	6 data generation	65_hic_only			dmNupLute1	KDTOL10330	Nuphar lutea					H			77113	Nuphar	Nymphaeaceae	Nymphaeales	Tracheophyta	SAMEA10369526		1						1																			UNKNOWN	COMPLETE	dmNupLute1						●																	
	6 data generation	65_hic_only			idPhiAlbi2	NHMUK014438340	Philonicus albiceps					U			468783	Philonicus	Asilidae	Diptera	Arthropoda	SAMEA11025133		1						1																			UNKNOWN	COMPLETE	idPhiAlbi2						●																	
	6 data generation	65_hic_only			cbCliDend1	EDTOL01817	Climacium dendroides				tree-moss	U			70131	Climacium	Climaciaceae	Leucodontales	Bryophyta	SAMEA10332382		1						1																			UNKNOWN	COMPLETE	cbCliDend1						●																	
	6 data generation	65_hic_only			ilEleCory1	Ox001879	Electrophaes corylata				broken-barred carpet	U			934936	Electrophaes	Geometridae	Lepidoptera	Arthropoda	SAMEA10979139		1						1																			UNKNOWN	COMPLETE	ilEleCory1						●																	
	6 data generation	65_hic_only			ihEuiSpec1	Ox001848	Euides speciosa					U			650448	Euides	Delphacidae	Hemiptera	Arthropoda	SAMEA10979106		1						1																			UNKNOWN	COMPLETE	ihEuiSpec1						●																	
	6 data generation	65_hic_only			urGigPist1	MBA-210825-009A	Gigartina pistillata				pestle weed	U			33670	Gigartina	Gigartinaceae	Gigartinales	Rhodophyta	SAMEA13854030		1						1																			UNKNOWN	COMPLETE	urGigPist1						●																	
	6 data generation	65_hic_only			ilIdaTrig1	Ox001906	Idaea trigeminata				treble brown spot	U			1441566	Idaea	Geometridae	Lepidoptera	Arthropoda	SAMEA10979168		1						1																			UNKNOWN	COMPLETE	ilIdaTrig1						●																	
	6 data generation	65_hic_only			jaCarSmit1	MBA-210914-008A	Caryophyllia smithii				Devonshire cup coral	U			214962	Caryophyllia	Caryophylliidae	Scleractinia	Cnidaria	SAMEA12231816		1						1																			UNKNOWN	COMPLETE	jaCarSmit1						●																	
	6 data generation	65_hic_only			eaAstPhyl1	MBA-210924-003A	Asterina phylactica				the recursive cushion star	U			195879	Asterina	Asterinidae	Valvatida	Echinodermata	SAMEA13854257		1						1																			UNKNOWN	COMPLETE	eaAstPhyl1						●																	
	6 data generation	65_hic_only			uoAulGran1	Ox800006	Aulacoseira granulata					NA			285082	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Ochrophyta	SAMEA12753537		1						1																			UNKNOWN	COMPLETE	uoAulGran1						●																	
	6 data generation	65_hic_only			dcAtrLitt1	EDTOL02291	Atriplex littoralis					H			543010	Atriplex	Amaranthaceae	Caryophyllales	Tracheophyta	SAMEA11478510		1						1																			UNKNOWN	COMPLETE	dcAtrLitt1						●																	
	6 data generation	65_hic_only			dcAtrLaci1	EDTOL02267	Atriplex laciniata					H			325519	Atriplex	Amaranthaceae	Caryophyllales	Tracheophyta	SAMEA11478529		1						1																			UNKNOWN	COMPLETE	dcAtrLaci1						●																	
	6 data generation	65_hic_only			dcAtrGlab1	KDTOL10399	Atriplex glabriuscula					H			880653	Atriplex	Amaranthaceae	Caryophyllales	Tracheophyta	SAMEA10369850		1						1																			UNKNOWN	COMPLETE	dcAtrGlab1						●																	
	6 data generation	65_hic_only			voAspViri1	EDTOL01486	Asplenium viride					H			147940	Asplenium	Aspleniaceae	Polypodiales	Tracheophyta	SAMEA11478600		1						1																			UNKNOWN	COMPLETE	voAspViri1						●																	
	6 data generation	65_hic_only			voAthDist1	EDTOL00067	Athyrium distentifolium					H			157494	Athyrium	Athyriaceae	Polypodiales	Streptophyta	SAMEA11478607		1						1																			UNKNOWN	COMPLETE	voAthDist1						●																	
	6 data generation	65_hic_only			uoEriSela1	MBA-210329-003A	Ericaria selaginoides				bushy rainbow wrack	U			2823493	Ericaria	Sargassaceae	Fucales	Ochrophyta	SAMEA13853366		1						1																			UNKNOWN	COMPLETE	uoEriSela1						●																	
	6 data generation	65_hic_only			urHetPlum1	MBA-210824-002A	Heterosiphonia plumosa				siphoned feather weed	U			94301	Heterosiphonia	Dasyaceae	Ceramiales	Rhodophyta	SAMEA13854016		1						1																			UNKNOWN	COMPLETE	urHetPlum1						●																	
	6 data generation	65_hic_only			puHetClar1	Ox800014	Heteramoeba clara					NA			63597	Heteramoeba	Vahlkampfiidae	Schizopyrenida	Heterolobosea	SAMEA12753545		1						1																			UNKNOWN	COMPLETE	puHetClar1						●																	
	6 data generation	65_hic_only			urKalReni1	MBA-210823-006A	Kallymenia reniformis				beautiful kidney weed	U			40406	Kallymenia	Kallymeniaceae	Gigartinales	Rhodophyta	SAMEA13853908		1						1																			UNKNOWN	COMPLETE	urKalReni1						●																	
	6 data generation	65_hic_only			ihOrtEric1	SAN0001813	Orthotylus ericetorum					U			1545186	Orthotylus	Miridae	Hemiptera	Arthropoda	SAMEA12997846		1						1																			UNKNOWN	COMPLETE	ihOrtEric1						●																	
	6 data generation	65_hic_only			idOchRust1	NHMUK014036732	Ochlerotatus rusticus					F			120877	Ochlerotatus	Culicidae	Diptera	Arthropoda	SAMEA11025074		1						1																			UNKNOWN	COMPLETE	idOchRust1						●																	
	6 data generation	65_hic_only			idNemPant1	NHMUK014036862	Nemotelus pantherinus					U			2867254	Nemotelus	Stratiomyidae	Diptera	Arthropoda	SAMEA11025040		1						1																			UNKNOWN	COMPLETE	idNemPant1						●																	
